pmid,qid,question,chunk_ids,sections,scores,embedding_model
40872801,8,Were samples cloned prior to sequencing?,7|28|29|5|39,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.4. Data Extraction|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.2. Inclusion and Exclusion Criteria > 2.2.2. Exclusion Criteria|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 4. Discussion",0.3147|0.3084|0.3027|0.2975|0.2922,text-embedding-3-small
40872801,9,Which HIV genes were reported to have been sequenced?,42|34|29|9|28,"The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 4. Discussion|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.7. HIV-1 Subtypes|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 2. Materials and Methods > 2.6. Data Analysis|The Magnitude and Patterns of Acquired Drug Resistance Mutations and Circulating HIV-1 Subtypes in HIV Patients in Tanzania, a Systematic Review and Meta-Analysis > 3. Results > 3.6. Acquired Drug Resistance Mutations",0.5010|0.4939|0.4888|0.4884|0.4837,text-embedding-3-small
40938120,1,Does the paper report HIV sequences from patient samples?,41|6|37|35|8,"MATERIALS AND METHODS > DATA AVAILABILITY|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|MATERIALS AND METHODS > Sequence processing and quality control|MATERIALS AND METHODS > Laboratory testing|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Characteristics of PDR TCs in molecular networks",0.5849|0.5575|0.5299|0.4828|0.4758,text-embedding-3-small
40938120,10,What method was used for sequencing?,36|37|35|41|6,"MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Sequence processing and quality control|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > DATA AVAILABILITY|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants",0.5421|0.4466|0.4368|0.3732|0.3488,text-embedding-3-small
40938120,11,What type of samples were sequenced?,36|37|41|35|6,"MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Sequence processing and quality control|MATERIALS AND METHODS > DATA AVAILABILITY|MATERIALS AND METHODS > Laboratory testing|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants",0.4840|0.4499|0.4431|0.4225|0.4034,text-embedding-3-small
40938120,12,How many individuals had samples obtained for HIV sequencing?,6|41|37|34|35,"Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|MATERIALS AND METHODS > DATA AVAILABILITY|MATERIALS AND METHODS > Sequence processing and quality control|MATERIALS AND METHODS > Study setting and population|MATERIALS AND METHODS > Laboratory testing",0.6337|0.6146|0.5653|0.5368|0.5204,text-embedding-3-small
40938120,13,Were the patients in the study in a clinical trial?,31|29|16|18|9,"Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Factors associated with PDR > Factors associated with PDR TCs|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Factors associated with PDR > Factors associated with PDR TCs|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Characteristics of PDR TCs in molecular networks",0.3856|0.3829|0.3808|0.3772|0.3754,text-embedding-3-small
40938120,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,6|29|41|22|8,"Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|MATERIALS AND METHODS > DATA AVAILABILITY|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Characteristics of PDR TCs in molecular networks",0.5543|0.5412|0.5215|0.5062|0.5034,text-embedding-3-small
40938120,15,Which drug classes were received by individuals in the study before sample sequencing?,6|38|41|37|11,"Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|MATERIALS AND METHODS > Sequence processing and quality control > Genotypic resistance analysis|MATERIALS AND METHODS > DATA AVAILABILITY|MATERIALS AND METHODS > Sequence processing and quality control|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Characteristics of PDR TCs in molecular networks",0.4840|0.4482|0.4378|0.4192|0.4173,text-embedding-3-small
40938120,16,Which drugs were received by individuals in the study before sample sequencing?,6|41|36|37|38,"Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|MATERIALS AND METHODS > DATA AVAILABILITY|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Sequence processing and quality control|MATERIALS AND METHODS > Sequence processing and quality control > Genotypic resistance analysis",0.4739|0.4725|0.4350|0.4296|0.4271,text-embedding-3-small
40938120,2,Does the paper report in vitro drug susceptibility data?,38|5|22|1|2,"MATERIALS AND METHODS > Sequence processing and quality control > Genotypic resistance analysis|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > DISCUSSION|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China",0.5042|0.4551|0.4480|0.4379|0.4379,text-embedding-3-small
40938120,3,What were the GenBank accession numbers for sequenced HIV isolates?,41|37|6|39|8,"MATERIALS AND METHODS > DATA AVAILABILITY|MATERIALS AND METHODS > Sequence processing and quality control|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|MATERIALS AND METHODS > Sequence processing and quality control > Molecular transmission network inference|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Characteristics of PDR TCs in molecular networks",0.6908|0.5754|0.5742|0.5026|0.4942,text-embedding-3-small
40938120,4,What were the GenBank accession numbers for sequenced HIV isolates?,41|37|6|39|8,"MATERIALS AND METHODS > DATA AVAILABILITY|MATERIALS AND METHODS > Sequence processing and quality control|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|MATERIALS AND METHODS > Sequence processing and quality control > Molecular transmission network inference|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Characteristics of PDR TCs in molecular networks",0.6908|0.5754|0.5742|0.5026|0.4942,text-embedding-3-small
40938120,5,From which countries were the sequenced samples obtained?,41|36|37|35|6,"MATERIALS AND METHODS > DATA AVAILABILITY|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Sequence processing and quality control|MATERIALS AND METHODS > Laboratory testing|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants",0.5337|0.5214|0.4483|0.4371|0.4262,text-embedding-3-small
40938120,6,From which countries were the sequenced samples obtained?,41|36|37|35|6,"MATERIALS AND METHODS > DATA AVAILABILITY|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Sequence processing and quality control|MATERIALS AND METHODS > Laboratory testing|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants",0.5337|0.5214|0.4483|0.4371|0.4262,text-embedding-3-small
40938120,7,From what years were the sequenced samples obtained?,41|36|37|35|6,"MATERIALS AND METHODS > DATA AVAILABILITY|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Sequence processing and quality control|MATERIALS AND METHODS > Laboratory testing|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants",0.4801|0.4794|0.4264|0.4151|0.3994,text-embedding-3-small
40938120,8,Were samples cloned prior to sequencing?,36|37|35|6|41,"MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Sequence processing and quality control|MATERIALS AND METHODS > Laboratory testing|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|MATERIALS AND METHODS > DATA AVAILABILITY",0.5091|0.4330|0.4209|0.3801|0.3798,text-embedding-3-small
40938120,9,Which HIV genes were reported to have been sequenced?,41|6|37|35|39,"MATERIALS AND METHODS > DATA AVAILABILITY|Molecular epidemiology and pretreatment drug resistance of HIV-1 among newly diagnosed individuals in Nanning City, Guangxi, China > RESULTS > Sociodemographic and clinical characteristics of the participants|MATERIALS AND METHODS > Sequence processing and quality control|MATERIALS AND METHODS > Laboratory testing|MATERIALS AND METHODS > Sequence processing and quality control > Molecular transmission network inference",0.6461|0.5941|0.5492|0.5250|0.5056,text-embedding-3-small
40938996,1,Does the paper report HIV sequences from patient samples?,43|44|22|40|48,"Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral cDNA in the infected cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral cDNA in the infected cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > RESULTS NC mutations confer resistance to DTG in T cells without apparent fitness costs > HIV-1 acquires mutations in Env, NC, and IN in the presence of DTG in primary T cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Long-term propagation of HIV-1 in PBMCs in the presence of DTG",0.5149|0.4788|0.4601|0.4583|0.4429,text-embedding-3-small
40938996,10,What method was used for sequencing?,43|44|37|41|40,Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral cDNA in the infected cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral cDNA in the infected cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral RNA in the virion|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis,0.4847|0.4768|0.4477|0.4454|0.4244,text-embedding-3-small
40938996,11,What type of samples were sequenced?,43|41|40|44|37,Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral cDNA in the infected cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Integration site analysis|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral cDNA in the infected cells|Elucidating the mechanism by which HIV-1 nucleocapsid mutations confer resistance to integrase strand transfer inhibitors > MATERIALS AND METHODS > Quantification of viral RNA in the virion,0.4451|0.4293|0.4210|0.4083|0.3946,text-embedding-3-small
