pmid,qid,question,chunk_ids,sections,scores
37515146,4,What were the GenBank accession numbers for sequenced HIV isolates?,23|6|3|2|22,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Data Availability Statement|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.5. Genotypic Resistance Test|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.2. Selection Criteria|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.1. Study Design, Sites, and Population|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Funding Statement",15.1412|4.5523|2.9067|2.8194|2.4221
37515146,5,From which countries were the sequenced samples obtained?,6|2|1|5|9,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.5. Genotypic Resistance Test|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.1. Study Design, Sites, and Population|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Abstract|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.4. Ethical Considerations|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.1. General Characteristics",6.7421|4.8496|4.4070|4.1275|4.0061
37515146,6,From which countries were the sequenced samples obtained?,6|2|1|5|9,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.5. Genotypic Resistance Test|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.1. Study Design, Sites, and Population|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Abstract|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.4. Ethical Considerations|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.1. General Characteristics",6.7421|4.8496|4.4070|4.1275|4.0061
37515146,7,From what years were the sequenced samples obtained?,6|9|3|5|1,Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.5. Genotypic Resistance Test|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.1. General Characteristics|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.2. Selection Criteria|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.4. Ethical Considerations|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Abstract,6.7421|6.0942|4.8600|4.1275|3.7329
37515146,8,Were samples cloned prior to sequencing?,3|9|5|6|7,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.2. Selection Criteria|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 3. Results > 3.1. General Characteristics|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.4. Ethical Considerations|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.5. Genotypic Resistance Test|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.6. Sequence Analysis for HIVDR Profiling, Drug Efficacy, and Subtyping",8.3633|5.4458|3.9961|3.2465|2.5925
37515146,9,Which HIV genes were reported to have been sequenced?,20|2|6|1|16,"Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.1. Study Design, Sites, and Population|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 2. Materials and Methods > 2.5. Genotypic Resistance Test|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > Abstract|Pre-Treatment HIV Drug Resistance and Genetic Diversity in Cameroon: Implications for First-Line Regimens > 4. Discussion",9.2203|5.4951|4.0812|3.7990|3.5628
37520425,1,Does the paper report HIV sequences from patient samples?,7|8|21|25|16,Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Data Collection|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Laboratory Measurements|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > CONCLUSIONS|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > RESULTS > HIV-1 Drug Resistance--Associated Mutations,6.7234|6.5422|3.8208|2.8824|2.6032
37520425,10,What method was used for sequencing?,24|8|16|11|19,Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Laboratory Measurements|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > RESULTS > HIV-1 Drug Resistance--Associated Mutations|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Statistical Methods|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION,4.7688|4.5231|2.7921|2.7096|2.7062
37520425,11,What type of samples were sequenced?,16|8|7|4|24,Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > RESULTS > HIV-1 Drug Resistance--Associated Mutations|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Laboratory Measurements|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Data Collection|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > Abstract > Conclusions|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION,6.4070|2.7342|2.2633|2.0629|2.0481
37520425,12,How many individuals had samples obtained for HIV sequencing?,24|8|16|7|12,Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Laboratory Measurements|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > RESULTS > HIV-1 Drug Resistance--Associated Mutations|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Data Collection|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Ethical Considerations,11.2178|5.5042|5.0414|3.9462|3.7904
37520425,13,Were the patients in the study in a clinical trial?,22|5|18|24|7,Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Study Design and Setting|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Data Collection,4.0170|4.0144|3.4730|3.3003|3.2989
37520425,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,9|21|13|8|12,Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Definitions|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > RESULTS > Study Population and Baseline Characteristics|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Laboratory Measurements|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Ethical Considerations,6.1114|4.8937|4.7857|4.5012|4.1352
37520425,15,Which drug classes were received by individuals in the study before sample sequencing?,24|12|6|8|16,Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Ethical Considerations|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Study Population|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Laboratory Measurements|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > RESULTS > HIV-1 Drug Resistance--Associated Mutations,10.2560|7.4041|6.7857|5.9357|5.8585
37520425,16,Which drugs were received by individuals in the study before sample sequencing?,24|12|6|9|8,Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Ethical Considerations|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Study Population|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Definitions|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > METHODS > Laboratory Measurements,8.5160|7.4041|6.7857|5.9583|4.2897
37520425,2,Does the paper report in vitro drug susceptibility data?,24|21|19|18|2,Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > DISCUSSION|Transitioning to Dolutegravir in a Programmatic Setting: Virological Outcomes and Associated Factors Among Treatment-Naive Patients With HIV-1 in the Kilombero and Ulanga Antiretroviral Cohort in Rural Tanzania > Abstract > Methods,3.0241|2.9935|2.4397|1.9701|1.8740
