PMID,QID,question,evidence,rationale,answer
37272233,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,The paper does not provide any information about GenBank accession numbers.,Not reported
37272233,5,How many individuals had samples obtained for HIV sequencing?,The study included 248 patients who were analyzed.,The paper mentions that 248 patients were included in the analysis.,248
37272233,6,From which countries were the sequenced samples obtained?,The study was conducted at a 750-bed municipal hospital in Korea.,The paper mentions that the study was conducted in Korea.,Korea
37272233,7,From what years were the sequenced samples obtained?,The study included patients who were newly diagnosed with HIV infection between January 2010 and December 2020.,The paper mentions that the study included patients who were diagnosed between 2010 and 2020.,2010-2020
37272233,8,Were samples cloned prior to sequencing?,The paper mentions that HIV drug resistance mutation sequencing by PCR was performed.,"PCR is a method that involves amplifying DNA sequences, which implies that the samples were not cloned prior to sequencing.",No
37272233,9,Which HIV genes were reported to have been sequenced?,"The study used HIV drug resistance mutation sequencing by PCR for each ARV class (nucleoside reverse transcriptase inhibitor [NRTI], non-nucleoside reverse transcriptase inhibitor [NNRTI], protease inhibitor [PI], and integrase strand transfer inhibitor [INSTI]).","The paper mentions that the study used PCR for sequencing, which implies that the genes were sequenced.","NRTI, NNRTI, PI, and INSTI"
37272233,10,What method was used for sequencing?,"The study used HIV drug resistance mutation sequencing by PCR (AB 3500xL Dx genetic analyzer, Applied biosystem, Waltham, MA, USA).",The paper mentions that the study used PCR for sequencing.,PCR
37272233,11,What type of samples were sequenced?,The study included patients who were newly diagnosed with HIV infection between January 2010 and December 2020.,The paper does not provide specific information about the type of samples that were sequenced.,Not reported
37272233,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The study included patients who were on ART at the time of the first resistance test.,The paper mentions that 15 patients underwent ART before the resistance results were reported.,Yes
37272233,13,Were the patients in the study in a clinical trial?,The paper mentions that the study was a retrospective review of patients who were newly diagnosed with HIV infection between January 2010 and December 2020.,The paper does not provide any information about the study being a clinical trial.,No
37272233,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The study included patients who were on ART at the time of the first resistance test.,The paper mentions that 15 patients underwent ART before the resistance results were reported.,Yes
37272233,15,Which drug classes were received by individuals in the study before sample sequencing?,The study included patients who were on ART at the time of the first resistance test.,The paper mentions that 15 patients underwent ART before the resistance results were reported.,"NRTI, NNRTI, PI, and INSTI"
37272233,16,Which drugs were received by individuals in the study before sample sequencing?,The paper mentions that 15 patients underwent ART before the resistance results were reported.,The paper does not provide specific information about the drugs that were received by the patients.,Not reported
37279764,1,Does the paper report HIV sequences from patient samples?,"The study collected blood samples and demographic data of newly diagnosed patients enrolled at Shenzhen from January 2011 to December 2019. Nucleic acid extraction, PCR amplification work-up and sequencing were performed essentially as described previously. All available HIV-1 sequences covered a partial pol gene region (HXB2: 2252–3255).","The paper mentions that blood samples were collected from newly diagnosed patients, and nucleic acid extraction, PCR amplification, and sequencing were performed. This indicates that the study generated new HIV nucleotide sequences directly from clinical samples obtained from individuals with HIV.",Yes
37279764,2,Does the paper report in vitro drug susceptibility data?,"The study analyzed the sensitivities of viruses to six antiretroviral drugs, which were decreased. The most prevalent mutations to PIs, NRTIs, and NNRTIs were M46IL, M184VI, and K103NS, respectively.","The paper mentions that the sensitivities of viruses to six antiretroviral drugs were decreased, which implies that the study quantified HIV in vitro susceptibility to ARV drugs. However, the specific details of the susceptibility assays or IC₅₀ values are not provided.",No
37279764,3,Were sequences from the paper made publicly available?,"The study provided GenBank accession numbers for the sequences generated in the study, which are MW947591–MW957968 and OP058117–OP058658.","The paper mentions that the GenBank accession numbers for the sequences are provided, which indicates that the sequences were made publicly available.",Yes
