pmid,qid,question,chunk_ids,sections,scores
40965168,13,Were the patients in the study in a clinical trial?,3|1|11|13|23,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Clinical samples|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Sample cloning and drug susceptibility|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion,6.5481|4.2616|4.2532|3.5112|3.3484
40965168,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,3|24|23|21|4,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Clinical samples|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Subtype characterization,8.0689|7.7575|7.2728|6.1989|5.7380
40965168,15,Which drug classes were received by individuals in the study before sample sequencing?,12|15|24|7|23,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Sample cloning and drug susceptibility|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Resistance emergence and genotypic analyses|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Virus production|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion,6.0316|5.6752|5.5560|5.2873|5.2713
40965168,16,Which drugs were received by individuals in the study before sample sequencing?,12|24|15|7|23,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Sample cloning and drug susceptibility|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Resistance emergence and genotypic analyses|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Virus production|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion,6.0316|5.5919|5.5486|5.2873|4.6637
40965168,2,Does the paper report in vitro drug susceptibility data?,24|1|13|23|16,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Sample cloning and drug susceptibility|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Resistance emergence and genotypic analyses,9.9269|6.8032|3.7141|3.1840|3.0921
40965168,3,What were the GenBank accession numbers for sequenced HIV isolates?,21|8|6|4|15,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Multicycle phenotypic assay|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Sample cloning|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Subtype characterization|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Resistance emergence and genotypic analyses,4.1450|4.0915|3.5942|3.5305|3.3045
40965168,4,What were the GenBank accession numbers for sequenced HIV isolates?,21|8|6|4|15,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Multicycle phenotypic assay|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Sample cloning|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Subtype characterization|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Resistance emergence and genotypic analyses,4.1450|4.0915|3.5942|3.5305|3.3045
40965168,5,From which countries were the sequenced samples obtained?,6|3|2|15|20,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Sample cloning|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Clinical samples|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Reagents|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Resistance emergence and genotypic analyses|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Codon usage at mutated residues across HIV-1 subtypes,6.8459|6.4452|5.2643|4.4083|3.4995
40965168,6,From which countries were the sequenced samples obtained?,6|3|2|15|20,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Sample cloning|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Clinical samples|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Reagents|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Resistance emergence and genotypic analyses|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Codon usage at mutated residues across HIV-1 subtypes,6.8459|6.4452|5.2643|4.4083|3.4995
40965168,7,From what years were the sequenced samples obtained?,6|3|2|15|12,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Sample cloning|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Clinical samples|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Reagents|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Resistance emergence and genotypic analyses|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Sample cloning and drug susceptibility,6.8459|6.4452|3.8872|3.1682|3.0362
40965168,8,Were samples cloned prior to sequencing?,12|3|1|15|14,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Sample cloning and drug susceptibility|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Clinical samples|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Resistance emergence and genotypic analyses|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Breakthrough resistance selection,7.8562|5.9095|4.4316|3.8081|3.3473
40965168,9,Which HIV genes were reported to have been sequenced?,21|23|20|2|6,Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Discussion|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Results > Codon usage at mutated residues across HIV-1 subtypes|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Reagents|Emergence of in-vitro resistance to lenacapavir is similar across HIV-1 subtypes > Materials and methods > Sample cloning,9.2938|6.6185|4.3592|3.9880|3.8322
40974886,1,Does the paper report HIV sequences from patient samples?,17|11|7|1|4,"4. Discussion|3. Results > 3.2. Repeat archive testing > 3.2.1. Participant clinical and demographic characteristics|2. Study design > 2.3. Participant inclusion, RAM categorization, and statistical analysis > 2.3.2. Repeat archive testing|Detection of HIV-1 drug resistance in RNA and proviral DNA genotyping is variable both longitudinally and during repeat testing\* > ABSTRACT|2. Study design > 2.2. Genotypic data and resistance analyses",8.7359|7.2904|5.9544|5.3659|4.9040
40974886,10,What method was used for sequencing?,23|4|24|12|10,4. Discussion|2. Study design > 2.2. Genotypic data and resistance analyses|4. Discussion|3. Results > 3.2. Repeat archive testing > 3.2.2. Reproducibility of detection of primary RAMs and other substitutions|3. Results > 3.1. Longitudinal analysis > 3.1.3. Longitudinal multiple-timepoint analysis: reporting patterns of primary RAMs,6.5926|3.8238|3.6923|2.5990|2.3513
40974886,11,What type of samples were sequenced?,11|7|4|23|8,"3. Results > 3.2. Repeat archive testing > 3.2.1. Participant clinical and demographic characteristics|2. Study design > 2.3. Participant inclusion, RAM categorization, and statistical analysis > 2.3.2. Repeat archive testing|2. Study design > 2.2. Genotypic data and resistance analyses|4. Discussion|3. Results > 3.1. Longitudinal analysis > 3.1.1. Participant clinical, demographic, and genotypic characteristics",5.6102|4.4384|4.2000|1.5228|1.4432
40974886,12,How many individuals had samples obtained for HIV sequencing?,18|4|23|1|11,4. Discussion|2. Study design > 2.2. Genotypic data and resistance analyses|4. Discussion|Detection of HIV-1 drug resistance in RNA and proviral DNA genotyping is variable both longitudinally and during repeat testing\* > ABSTRACT|3. Results > 3.2. Repeat archive testing > 3.2.1. Participant clinical and demographic characteristics,6.7133|6.3263|5.1817|5.1186|5.0565
40974886,13,Were the patients in the study in a clinical trial?,24|11|3|25|18,4. Discussion|3. Results > 3.2. Repeat archive testing > 3.2.1. Participant clinical and demographic characteristics|2. Study design > 2.1. Study participants|4. Discussion|4. Discussion,5.7756|5.5059|5.1596|5.0073|4.9243
40974886,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,17|1|8|13|23,"4. Discussion|Detection of HIV-1 drug resistance in RNA and proviral DNA genotyping is variable both longitudinally and during repeat testing\* > ABSTRACT|3. Results > 3.1. Longitudinal analysis > 3.1.1. Participant clinical, demographic, and genotypic characteristics|3. Results > 3.2. Repeat archive testing > 3.2.2. Reproducibility of detection of primary RAMs and other substitutions|4. Discussion",8.7359|7.1653|7.0210|6.3473|5.1293
40974886,15,Which drug classes were received by individuals in the study before sample sequencing?,23|18|11|19|4,4. Discussion|4. Discussion|3. Results > 3.2. Repeat archive testing > 3.2.1. Participant clinical and demographic characteristics|4. Discussion|2. Study design > 2.2. Genotypic data and resistance analyses,9.6757|7.9546|6.8147|6.7862|5.7282
